date,snow_depth,grid
2/3/2001,1.044800563,Silver Hare
2/4/2001,1.044800563,Silver Hare
2/5/2001,1.044800563,Silver Hare
2/6/2001,1.044800563,Silver Hare
2/7/2001,1.044800563,Silver Hare
2/8/2001,1.044800563,Silver Hare
2/9/2001,1.044800563,Silver Hare
2/10/2001,1.044800563,Silver Hare
2/11/2001,1.044800563,Silver Hare
2/12/2001,1.090629098,Silver Hare
2/13/2001,1.090629098,Silver Hare
2/14/2001,1.090629098,Silver Hare
2/15/2001,1.090629098,Silver Hare
2/16/2001,1.090629098,Silver Hare
2/17/2001,1.090629098,Silver Hare
2/18/2001,1.090629098,Silver Hare
2/19/2001,1.090629098,Silver Hare
2/20/2001,1.090629098,Silver Hare
2/21/2001,1.090629098,Silver Hare
2/22/2001,1.090629098,Silver Hare
2/23/2001,1.090629098,Silver Hare
2/24/2001,1.090629098,Silver Hare
2/25/2001,1.090629098,Silver Hare
2/26/2001,1.163040302,Silver Hare
2/27/2001,1.151797359,Silver Hare
2/28/2001,1.151797359,Silver Hare
3/1/2001,1.151797359,Silver Hare
3/2/2001,1.151797359,Silver Hare
3/3/2001,1.151797359,Silver Hare
3/4/2001,1.151797359,Silver Hare
3/5/2001,1.151797359,Silver Hare
3/6/2001,1.151797359,Silver Hare
3/7/2001,1.151797359,Silver Hare
3/8/2001,1.151797359,Silver Hare
3/9/2001,1.144372375,Silver Hare
3/10/2001,1.144372375,Silver Hare
3/11/2001,1.144372375,Silver Hare
3/12/2001,1.134100885,Silver Hare
3/13/2001,1.134100885,Silver Hare
3/14/2001,1.134100885,Silver Hare
3/15/2001,1.134100885,Silver Hare
3/16/2001,1.134100885,Silver Hare
3/17/2001,1.134100885,Silver Hare
3/18/2001,1.134100885,Silver Hare
3/19/2001,1.134100885,Silver Hare
3/20/2001,1.134100885,Silver Hare
3/21/2001,1.134100885,Silver Hare
3/22/2001,1.134100885,Silver Hare
3/23/2001,1.134100885,Silver Hare
3/24/2001,1.142422359,Silver Hare
3/25/2001,1.149318818,Silver Hare
3/26/2001,1.149318818,Silver Hare
3/27/2001,1.149318818,Silver Hare
3/28/2001,1.149318818,Silver Hare
3/29/2001,1.149318818,Silver Hare
3/30/2001,1.149318818,Silver Hare
3/31/2001,1.165511785,Silver Hare
12/1/2001,0.856967949,Silver Hare
12/2/2001,0.856967949,Silver Hare
12/3/2001,0.856967949,Silver Hare
12/4/2001,0.865817951,Silver Hare
12/5/2001,0.865817951,Silver Hare
12/6/2001,0.865817951,Silver Hare
12/7/2001,0.924453834,Silver Hare
12/8/2001,0.924453834,Silver Hare
12/9/2001,0.932696762,Silver Hare
12/10/2001,0.932696762,Silver Hare
12/11/2001,0.932696762,Silver Hare
12/12/2001,0.932696762,Silver Hare
12/13/2001,0.943196773,Silver Hare
12/14/2001,0.943196773,Silver Hare
12/15/2001,0.943196773,Silver Hare
12/16/2001,0.943196773,Silver Hare
12/17/2001,0.943196773,Silver Hare
12/18/2001,0.943196773,Silver Hare
12/19/2001,0.943196773,Silver Hare
12/20/2001,0.943196773,Silver Hare
12/21/2001,0.943196773,Silver Hare
12/22/2001,0.943196773,Silver Hare
12/23/2001,0.943196773,Silver Hare
12/24/2001,0.943196773,Silver Hare
12/25/2001,0.943196773,Silver Hare
12/26/2001,0.937878838,Silver Hare
12/27/2001,0.933689389,Silver Hare
12/28/2001,0.933689389,Silver Hare
12/29/2001,0.933689389,Silver Hare
12/30/2001,0.933689389,Silver Hare
12/31/2001,0.933689389,Silver Hare
1/1/2002,0.423193532,Silver Hare
1/2/2002,0.423193532,Silver Hare
1/3/2002,0.423193532,Silver Hare
1/4/2002,0.423193532,Silver Hare
1/5/2002,0.423193532,Silver Hare
1/6/2002,0.423193532,Silver Hare
1/7/2002,0.423193532,Silver Hare
1/8/2002,0.423193532,Silver Hare
1/9/2002,0.417504118,Silver Hare
1/10/2002,0.417504118,Silver Hare
1/11/2002,0.417504118,Silver Hare
1/12/2002,0.417504118,Silver Hare
1/13/2002,0.417504118,Silver Hare
1/14/2002,0.417504118,Silver Hare
1/15/2002,0.417504118,Silver Hare
1/16/2002,0.417504118,Silver Hare
1/17/2002,0.417504118,Silver Hare
1/18/2002,0.417504118,Silver Hare
1/19/2002,0.434829115,Silver Hare
1/20/2002,0.434829115,Silver Hare
1/21/2002,0.434829115,Silver Hare
1/22/2002,0.526360878,Silver Hare
1/23/2002,0.55515382,Silver Hare
1/24/2002,0.571196771,Silver Hare
1/25/2002,0.571196771,Silver Hare
1/26/2002,0.571196771,Silver Hare
1/27/2002,0.571196771,Silver Hare
1/28/2002,0.571196771,Silver Hare
1/29/2002,0.571196771,Silver Hare
1/30/2002,0.571196771,Silver Hare
1/31/2002,0.571196771,Silver Hare
2/1/2002,0.571196771,Silver Hare
2/2/2002,0.571196771,Silver Hare
2/3/2002,0.604346771,Silver Hare
2/4/2002,0.649803813,Silver Hare
2/5/2002,0.649803813,Silver Hare
2/6/2002,0.649803813,Silver Hare
2/7/2002,0.649803813,Silver Hare
2/8/2002,0.649803813,Silver Hare
2/9/2002,0.677607656,Silver Hare
2/10/2002,0.677607656,Silver Hare
2/11/2002,0.692818531,Silver Hare
2/12/2002,0.692818531,Silver Hare
2/13/2002,0.692818531,Silver Hare
2/14/2002,0.692818531,Silver Hare
2/15/2002,0.71935442,Silver Hare
2/16/2002,0.71935442,Silver Hare
2/17/2002,0.71935442,Silver Hare
2/18/2002,0.71935442,Silver Hare
2/19/2002,0.71935442,Silver Hare
2/20/2002,0.71935442,Silver Hare
2/21/2002,0.71935442,Silver Hare
2/22/2002,0.71935442,Silver Hare
2/23/2002,0.71935442,Silver Hare
2/24/2002,0.71935442,Silver Hare
2/25/2002,0.71935442,Silver Hare
2/26/2002,0.71935442,Silver Hare
2/27/2002,0.71935442,Silver Hare
2/28/2002,0.71935442,Silver Hare
3/1/2002,0.71935442,Silver Hare
3/2/2002,0.764265287,Silver Hare
3/3/2002,0.764265287,Silver Hare
3/4/2002,0.764265287,Silver Hare
3/5/2002,0.764265287,Silver Hare
3/6/2002,0.764265287,Silver Hare
3/7/2002,0.764265287,Silver Hare
3/8/2002,0.764265287,Silver Hare
3/9/2002,0.764265287,Silver Hare
3/10/2002,0.764265287,Silver Hare
3/11/2002,0.764265287,Silver Hare
3/12/2002,0.764265287,Silver Hare
3/13/2002,0.764265287,Silver Hare
3/14/2002,0.764265287,Silver Hare
3/15/2002,0.764265287,Silver Hare
3/16/2002,0.764265287,Silver Hare
3/17/2002,0.764265287,Silver Hare
3/18/2002,0.764265287,Silver Hare
3/19/2002,0.764265287,Silver Hare
3/20/2002,0.764265287,Silver Hare
3/21/2002,0.764265287,Silver Hare
3/22/2002,0.764265287,Silver Hare
3/23/2002,0.764265287,Silver Hare
3/24/2002,0.764265287,Silver Hare
3/25/2002,0.764265287,Silver Hare
3/26/2002,0.764265287,Silver Hare
3/27/2002,0.823105009,Silver Hare
3/28/2002,0.823105009,Silver Hare
3/29/2002,0.823105009,Silver Hare
3/30/2002,0.823105009,Silver Hare
3/31/2002,0.823105009,Silver Hare
12/1/2002,0.3472,Silver Hare
12/2/2002,0.3472,Silver Hare
12/3/2002,0.3472,Silver Hare
12/4/2002,0.3472,Silver Hare
12/5/2002,0.3472,Silver Hare
12/6/2002,0.3472,Silver Hare
12/7/2002,0.3472,Silver Hare
12/8/2002,0.3472,Silver Hare
12/9/2002,0.360242941,Silver Hare
12/10/2002,0.360242941,Silver Hare
12/11/2002,0.375085883,Silver Hare
12/12/2002,0.393218234,Silver Hare
12/13/2002,0.393218234,Silver Hare
12/14/2002,0.393218234,Silver Hare
12/15/2002,0.400782648,Silver Hare
12/16/2002,0.400782648,Silver Hare
12/17/2002,0.400782648,Silver Hare
12/18/2002,0.400782648,Silver Hare
12/19/2002,0.400782648,Silver Hare
12/20/2002,0.400782648,Silver Hare
12/21/2002,0.400782648,Silver Hare
12/22/2002,0.400782648,Silver Hare
12/23/2002,0.400782648,Silver Hare
12/24/2002,0.423193532,Silver Hare
12/25/2002,0.423193532,Silver Hare
12/26/2002,0.423193532,Silver Hare
12/27/2002,0.423193532,Silver Hare
12/28/2002,0.423193532,Silver Hare
12/29/2002,0.423193532,Silver Hare
12/30/2002,0.423193532,Silver Hare
12/31/2002,0.423193532,Silver Hare
1/1/2003,0.988527655,Silver Hare
1/2/2003,0.988527655,Silver Hare
1/3/2003,0.988527655,Silver Hare
1/4/2003,0.988527655,Silver Hare
1/5/2003,0.985002646,Silver Hare
1/6/2003,0.985002646,Silver Hare
1/7/2003,0.985002646,Silver Hare
1/8/2003,0.985002646,Silver Hare
1/9/2003,0.985002646,Silver Hare
1/10/2003,0.985002646,Silver Hare
1/11/2003,0.985002646,Silver Hare
1/12/2003,0.985002646,Silver Hare
1/13/2003,0.995356155,Silver Hare
1/14/2003,1.018431461,Silver Hare
1/15/2003,1.018431461,Silver Hare
1/16/2003,1.018431461,Silver Hare
1/17/2003,1.018431461,Silver Hare
1/18/2003,1.018431461,Silver Hare
1/19/2003,1.048192352,Silver Hare
1/20/2003,1.048192352,Silver Hare
1/21/2003,1.048192352,Silver Hare
1/22/2003,1.048192352,Silver Hare
1/23/2003,1.048192352,Silver Hare
1/24/2003,1.048192352,Silver Hare
1/25/2003,1.048192352,Silver Hare
1/26/2003,1.092370877,Silver Hare
1/27/2003,1.092370877,Silver Hare
1/28/2003,1.092370877,Silver Hare
1/29/2003,1.092370877,Silver Hare
1/30/2003,1.092370877,Silver Hare
1/31/2003,1.092370877,Silver Hare
2/1/2003,1.092370877,Silver Hare
2/2/2003,1.092370877,Silver Hare
2/3/2003,1.092370877,Silver Hare
2/4/2003,1.092370877,Silver Hare
2/5/2003,1.080299403,Silver Hare
2/6/2003,1.080299403,Silver Hare
2/7/2003,1.080299403,Silver Hare
2/8/2003,1.080299403,Silver Hare
2/9/2003,1.080299403,Silver Hare
2/10/2003,1.080299403,Silver Hare
2/11/2003,1.080299403,Silver Hare
2/12/2003,1.080299403,Silver Hare
2/13/2003,1.080299403,Silver Hare
2/14/2003,1.094088842,Silver Hare
2/15/2003,1.094088842,Silver Hare
2/16/2003,1.094088842,Silver Hare
2/17/2003,1.094088842,Silver Hare
2/18/2003,1.094088842,Silver Hare
2/19/2003,1.094088842,Silver Hare
2/20/2003,1.094088842,Silver Hare
2/21/2003,1.094088842,Silver Hare
2/22/2003,1.094088842,Silver Hare
2/23/2003,1.094088842,Silver Hare
2/24/2003,1.094088842,Silver Hare
2/25/2003,1.094088842,Silver Hare
2/26/2003,1.094088842,Silver Hare
2/27/2003,1.094088842,Silver Hare
2/28/2003,1.094088842,Silver Hare
3/1/2003,1.094088842,Silver Hare
3/2/2003,1.108420873,Silver Hare
3/3/2003,1.146817363,Silver Hare
3/4/2003,1.146817363,Silver Hare
3/5/2003,1.146817363,Silver Hare
3/6/2003,1.146817363,Silver Hare
3/7/2003,1.146817363,Silver Hare
3/8/2003,1.146817363,Silver Hare
3/9/2003,1.146817363,Silver Hare
3/10/2003,1.146817363,Silver Hare
3/11/2003,1.146817363,Silver Hare
3/12/2003,1.146817363,Silver Hare
3/13/2003,1.166374722,Silver Hare
3/14/2003,1.166374722,Silver Hare
3/15/2003,1.166374722,Silver Hare
3/16/2003,1.166374722,Silver Hare
3/17/2003,1.166374722,Silver Hare
3/18/2003,1.166374722,Silver Hare
3/19/2003,1.166374722,Silver Hare
3/20/2003,1.166374722,Silver Hare
3/21/2003,1.166374722,Silver Hare
3/22/2003,1.166374722,Silver Hare
3/23/2003,1.166374722,Silver Hare
3/24/2003,1.166374722,Silver Hare
3/25/2003,1.166374722,Silver Hare
3/26/2003,1.166374722,Silver Hare
3/27/2003,1.166374722,Silver Hare
3/28/2003,1.166374722,Silver Hare
3/29/2003,1.192235581,Silver Hare
3/30/2003,1.207071489,Silver Hare
3/31/2003,1.207071489,Silver Hare
12/1/2003,0.670890281,Silver Hare
12/2/2003,0.733797657,Silver Hare
12/3/2003,0.733797657,Silver Hare
12/4/2003,0.748269129,Silver Hare
12/5/2003,0.755915577,Silver Hare
12/6/2003,0.755915577,Silver Hare
12/7/2003,0.755915577,Silver Hare
12/8/2003,0.755915577,Silver Hare
12/9/2003,0.755915577,Silver Hare
12/10/2003,0.755915577,Silver Hare
12/11/2003,0.755915577,Silver Hare
12/12/2003,0.755915577,Silver Hare
12/13/2003,0.755915577,Silver Hare
12/14/2003,0.755915577,Silver Hare
12/15/2003,0.755915577,Silver Hare
12/16/2003,0.755915577,Silver Hare
12/17/2003,0.755915577,Silver Hare
12/18/2003,0.814033518,Silver Hare
12/19/2003,0.814033518,Silver Hare
12/20/2003,0.814033518,Silver Hare
12/21/2003,0.919052034,Silver Hare
12/22/2003,0.941452367,Silver Hare
12/23/2003,0.941452367,Silver Hare
12/24/2003,0.952623824,Silver Hare
12/25/2003,0.968288208,Silver Hare
12/26/2003,0.968288208,Silver Hare
12/27/2003,0.968288208,Silver Hare
12/28/2003,0.968288208,Silver Hare
12/29/2003,0.968288208,Silver Hare
12/30/2003,0.981709685,Silver Hare
12/31/2003,0.988527655,Silver Hare
1/1/2004,0.907892963,Silver Hare
1/2/2004,0.907892963,Silver Hare
1/3/2004,0.907892963,Silver Hare
1/4/2004,0.907892963,Silver Hare
1/5/2004,0.907892963,Silver Hare
1/6/2004,0.907892963,Silver Hare
1/7/2004,0.907892963,Silver Hare
1/8/2004,0.907892963,Silver Hare
1/9/2004,0.907892963,Silver Hare
1/10/2004,0.907892963,Silver Hare
1/11/2004,0.907892963,Silver Hare
1/12/2004,0.921307328,Silver Hare
1/13/2004,0.963354096,Silver Hare
1/14/2004,0.985172063,Silver Hare
1/15/2004,0.985172063,Silver Hare
1/16/2004,1.014332076,Silver Hare
1/17/2004,1.089785588,Silver Hare
1/18/2004,1.089785588,Silver Hare
1/19/2004,1.089785588,Silver Hare
1/20/2004,1.089785588,Silver Hare
1/21/2004,1.089785588,Silver Hare
1/22/2004,1.117607051,Silver Hare
1/23/2004,1.117607051,Silver Hare
1/24/2004,1.117607051,Silver Hare
1/25/2004,1.117607051,Silver Hare
1/26/2004,1.117607051,Silver Hare
1/27/2004,1.117607051,Silver Hare
1/28/2004,1.117607051,Silver Hare
1/29/2004,1.117607051,Silver Hare
1/30/2004,1.117607051,Silver Hare
1/31/2004,1.117607051,Silver Hare
2/1/2004,1.117607051,Silver Hare
2/2/2004,1.117607051,Silver Hare
2/3/2004,1.117607051,Silver Hare
2/4/2004,1.117607051,Silver Hare
2/5/2004,1.137743246,Silver Hare
2/6/2004,1.13580382,Silver Hare
2/7/2004,1.13580382,Silver Hare
2/8/2004,1.200608242,Silver Hare
2/9/2004,1.190640289,Silver Hare
2/10/2004,1.190640289,Silver Hare
2/11/2004,1.188683212,Silver Hare
2/12/2004,1.188683212,Silver Hare
2/13/2004,1.188683212,Silver Hare
2/14/2004,1.188683212,Silver Hare
2/15/2004,1.188683212,Silver Hare
2/16/2004,1.188683212,Silver Hare
2/17/2004,1.188683212,Silver Hare
2/18/2004,1.188683212,Silver Hare
2/19/2004,1.188683212,Silver Hare
2/20/2004,1.188683212,Silver Hare
2/21/2004,1.185018816,Silver Hare
2/22/2004,1.185018816,Silver Hare
2/23/2004,1.185018816,Silver Hare
2/24/2004,1.185018816,Silver Hare
2/25/2004,1.185018816,Silver Hare
2/26/2004,1.185018816,Silver Hare
2/27/2004,1.185018816,Silver Hare
2/28/2004,1.185018816,Silver Hare
2/29/2004,1.185018816,Silver Hare
3/1/2004,1.185018816,Silver Hare
3/2/2004,1.205786788,Silver Hare
3/3/2004,1.237515289,Silver Hare
3/4/2004,1.237515289,Silver Hare
3/5/2004,1.256111781,Silver Hare
3/6/2004,1.290440564,Silver Hare
3/7/2004,1.290440564,Silver Hare
3/8/2004,1.360697934,Silver Hare
3/9/2004,1.360697934,Silver Hare
3/10/2004,1.384966212,Silver Hare
3/11/2004,1.384966212,Silver Hare
3/12/2004,1.384966212,Silver Hare
3/13/2004,1.384966212,Silver Hare
3/14/2004,1.384966212,Silver Hare
3/15/2004,1.384966212,Silver Hare
3/16/2004,1.401916171,Silver Hare
3/17/2004,1.409716126,Silver Hare
3/18/2004,1.409716126,Silver Hare
3/19/2004,1.409716126,Silver Hare
3/20/2004,1.409716126,Silver Hare
3/21/2004,1.409716126,Silver Hare
3/22/2004,1.409716126,Silver Hare
3/23/2004,1.409716126,Silver Hare
3/24/2004,1.420894695,Silver Hare
3/25/2004,1.426587593,Silver Hare
3/26/2004,1.426587593,Silver Hare
3/27/2004,1.426587593,Silver Hare
3/28/2004,1.462620333,Silver Hare
3/29/2004,1.460520342,Silver Hare
3/30/2004,1.460520342,Silver Hare
3/31/2004,1.460520342,Silver Hare
12/1/2004,0.599773535,Silver Hare
12/2/2004,0.637084708,Silver Hare
12/3/2004,0.663620597,Silver Hare
12/4/2004,0.663620597,Silver Hare
12/5/2004,0.663620597,Silver Hare
12/6/2004,0.663620597,Silver Hare
12/7/2004,0.663620597,Silver Hare
12/8/2004,0.663620597,Silver Hare
12/9/2004,0.663620597,Silver Hare
12/10/2004,0.663620597,Silver Hare
12/11/2004,0.663620597,Silver Hare
12/12/2004,0.756020595,Silver Hare
12/13/2004,0.756020595,Silver Hare
12/14/2004,0.756020595,Silver Hare
12/15/2004,0.777460011,Silver Hare
12/16/2004,0.842442644,Silver Hare
12/17/2004,0.879257083,Silver Hare
12/18/2004,0.879257083,Silver Hare
12/19/2004,0.879257083,Silver Hare
12/20/2004,0.879257083,Silver Hare
12/21/2004,0.879257083,Silver Hare
12/22/2004,0.879257083,Silver Hare
12/23/2004,0.861192644,Silver Hare
12/24/2004,0.861192644,Silver Hare
12/25/2004,0.861192644,Silver Hare
12/26/2004,0.861192644,Silver Hare
12/27/2004,0.907892963,Silver Hare
12/28/2004,0.907892963,Silver Hare
12/29/2004,0.907892963,Silver Hare
12/30/2004,0.907892963,Silver Hare
1/1/2005,0.629572351,Silver Hare
1/2/2005,0.629572351,Silver Hare
1/3/2005,0.629572351,Silver Hare
1/4/2005,0.629572351,Silver Hare
1/5/2005,0.645250883,Silver Hare
1/6/2005,0.645250883,Silver Hare
1/7/2005,0.705161777,Silver Hare
1/8/2005,0.699993818,Silver Hare
1/9/2005,0.699993818,Silver Hare
1/10/2005,0.699993818,Silver Hare
1/11/2005,0.699993818,Silver Hare
1/12/2005,0.699993818,Silver Hare
1/13/2005,0.699993818,Silver Hare
1/14/2005,0.699993818,Silver Hare
1/15/2005,0.699993818,Silver Hare
1/16/2005,0.699993818,Silver Hare
1/17/2005,0.699993818,Silver Hare
1/18/2005,0.724443834,Silver Hare
1/19/2005,0.724443834,Silver Hare
1/20/2005,0.724443834,Silver Hare
1/21/2005,0.724443834,Silver Hare
1/22/2005,0.724443834,Silver Hare
1/23/2005,0.724443834,Silver Hare
1/24/2005,0.724443834,Silver Hare
1/25/2005,0.724443834,Silver Hare
1/26/2005,0.724443834,Silver Hare
1/27/2005,0.739661766,Silver Hare
1/28/2005,0.739661766,Silver Hare
1/29/2005,0.739661766,Silver Hare
1/30/2005,0.794847652,Silver Hare
1/31/2005,0.827090588,Silver Hare
2/1/2005,0.827090588,Silver Hare
2/2/2005,0.845912075,Silver Hare
2/3/2005,0.845912075,Silver Hare
2/4/2005,0.845912075,Silver Hare
2/5/2005,0.845912075,Silver Hare
2/6/2005,0.845912075,Silver Hare
2/7/2005,0.845912075,Silver Hare
2/8/2005,0.845912075,Silver Hare
2/9/2005,0.844204698,Silver Hare
2/10/2005,0.83941882,Silver Hare
2/11/2005,0.83941882,Silver Hare
2/12/2005,0.83941882,Silver Hare
2/13/2005,0.83941882,Silver Hare
2/14/2005,0.83941882,Silver Hare
2/15/2005,0.871068827,Silver Hare
2/16/2005,0.871068827,Silver Hare
2/17/2005,0.871068827,Silver Hare
2/18/2005,0.871068827,Silver Hare
2/19/2005,0.871068827,Silver Hare
2/20/2005,0.871068827,Silver Hare
2/21/2005,0.871068827,Silver Hare
2/22/2005,0.871068827,Silver Hare
2/23/2005,0.871068827,Silver Hare
2/24/2005,0.892358214,Silver Hare
2/25/2005,0.892358214,Silver Hare
2/26/2005,0.892358214,Silver Hare
2/27/2005,0.892358214,Silver Hare
2/28/2005,0.892358214,Silver Hare
3/1/2005,0.892358214,Silver Hare
3/2/2005,0.892358214,Silver Hare
3/3/2005,0.892358214,Silver Hare
3/4/2005,0.892358214,Silver Hare
3/5/2005,0.891465306,Silver Hare
3/6/2005,0.891465306,Silver Hare
3/7/2005,0.891465306,Silver Hare
3/8/2005,0.883368822,Silver Hare
3/9/2005,0.87706885,Silver Hare
3/10/2005,0.865672348,Silver Hare
3/11/2005,0.851725874,Silver Hare
3/12/2005,0.83800792,Silver Hare
3/13/2005,0.83800792,Silver Hare
3/14/2005,0.83800792,Silver Hare
3/15/2005,0.83800792,Silver Hare
3/16/2005,0.83800792,Silver Hare
3/17/2005,0.83800792,Silver Hare
3/18/2005,0.83800792,Silver Hare
3/19/2005,0.83800792,Silver Hare
3/20/2005,0.83800792,Silver Hare
3/21/2005,0.83800792,Silver Hare
3/22/2005,0.83800792,Silver Hare
3/23/2005,0.83800792,Silver Hare
3/24/2005,0.83800792,Silver Hare
3/25/2005,0.83800792,Silver Hare
3/26/2005,0.83800792,Silver Hare
3/27/2005,0.837925901,Silver Hare
3/28/2005,0.837925901,Silver Hare
3/29/2005,0.837925901,Silver Hare
3/30/2005,0.837925901,Silver Hare
3/31/2005,0.835982943,Silver Hare
12/1/2005,0.632476171,Silver Hare
12/2/2005,0.632476171,Silver Hare
12/3/2005,0.632476171,Silver Hare
12/4/2005,0.632476171,Silver Hare
12/5/2005,0.632476171,Silver Hare
12/6/2005,0.632476171,Silver Hare
12/7/2005,0.632476171,Silver Hare
12/8/2005,0.622961756,Silver Hare
12/9/2005,0.622961756,Silver Hare
12/10/2005,0.612918813,Silver Hare
12/11/2005,0.631365305,Silver Hare
12/12/2005,0.645236765,Silver Hare
12/13/2005,0.645236765,Silver Hare
12/14/2005,0.645236765,Silver Hare
12/15/2005,0.645236765,Silver Hare
12/16/2005,0.629043825,Silver Hare
12/17/2005,0.607614997,Silver Hare
12/18/2005,0.607614997,Silver Hare
12/19/2005,0.607614997,Silver Hare
12/20/2005,0.629572351,Silver Hare
12/21/2005,0.629572351,Silver Hare
12/22/2005,0.629572351,Silver Hare
12/23/2005,0.629572351,Silver Hare
12/24/2005,0.629572351,Silver Hare
12/25/2005,0.629572351,Silver Hare
12/26/2005,0.629572351,Silver Hare
12/27/2005,0.629572351,Silver Hare
12/28/2005,0.629572351,Silver Hare
12/29/2005,0.629572351,Silver Hare
12/30/2005,0.629572351,Silver Hare
12/31/2005,0.629572351,Silver Hare
1/1/2006,0.87713939,Silver Hare
1/2/2006,0.87713939,Silver Hare
1/3/2006,0.87713939,Silver Hare
1/4/2006,0.87713939,Silver Hare
1/5/2006,0.882714134,Silver Hare
1/6/2006,0.882714134,Silver Hare
1/7/2006,0.882714134,Silver Hare
1/8/2006,0.893049998,Silver Hare
1/9/2006,0.893049998,Silver Hare
1/10/2006,0.893049998,Silver Hare
1/11/2006,0.893049998,Silver Hare
1/12/2006,0.893049998,Silver Hare
1/13/2006,0.893049998,Silver Hare
1/14/2006,0.893049998,Silver Hare
1/15/2006,0.893049998,Silver Hare
1/16/2006,0.893049998,Silver Hare
1/17/2006,0.893049998,Silver Hare
1/18/2006,0.893049998,Silver Hare
1/19/2006,0.893049998,Silver Hare
1/20/2006,0.893049998,Silver Hare
1/21/2006,0.893049998,Silver Hare
1/22/2006,0.892467633,Silver Hare
1/23/2006,0.892467633,Silver Hare
1/24/2006,0.902067623,Silver Hare
1/25/2006,0.902067623,Silver Hare
1/26/2006,0.902067623,Silver Hare
1/27/2006,0.902067623,Silver Hare
1/28/2006,0.902067623,Silver Hare
1/29/2006,0.902067623,Silver Hare
1/30/2006,0.902067623,Silver Hare
1/31/2006,0.902067623,Silver Hare
2/1/2006,0.922385614,Silver Hare
2/2/2006,0.922385614,Silver Hare
2/3/2006,0.922385614,Silver Hare
2/4/2006,0.922385614,Silver Hare
2/5/2006,0.922385614,Silver Hare
2/6/2006,0.922385614,Silver Hare
2/7/2006,0.946446489,Silver Hare
2/8/2006,0.946446489,Silver Hare
2/9/2006,0.946446489,Silver Hare
2/10/2006,0.945917961,Silver Hare
2/11/2006,0.942096475,Silver Hare
2/12/2006,0.925978524,Silver Hare
2/13/2006,0.925978524,Silver Hare
2/14/2006,0.925978524,Silver Hare
2/15/2006,0.925978524,Silver Hare
2/16/2006,0.925978524,Silver Hare
2/17/2006,0.925978524,Silver Hare
2/18/2006,0.925978524,Silver Hare
2/19/2006,0.925978524,Silver Hare
2/20/2006,0.943289388,Silver Hare
2/21/2006,0.943289388,Silver Hare
2/22/2006,0.943289388,Silver Hare
2/23/2006,0.943289388,Silver Hare
2/24/2006,0.943289388,Silver Hare
2/25/2006,0.943289388,Silver Hare
2/26/2006,0.943289388,Silver Hare
2/27/2006,0.943289388,Silver Hare
2/28/2006,0.943289388,Silver Hare
3/1/2006,0.943289388,Silver Hare
3/2/2006,0.943289388,Silver Hare
3/3/2006,0.943289388,Silver Hare
3/4/2006,0.943289388,Silver Hare
3/5/2006,0.943289388,Silver Hare
3/6/2006,0.943289388,Silver Hare
3/7/2006,0.978450288,Silver Hare
3/8/2006,1.007982658,Silver Hare
3/9/2006,1.007982658,Silver Hare
3/10/2006,1.007982658,Silver Hare
3/11/2006,1.007982658,Silver Hare
3/12/2006,1.007982658,Silver Hare
3/13/2006,1.007982658,Silver Hare
3/14/2006,1.007982658,Silver Hare
3/15/2006,1.007982658,Silver Hare
3/16/2006,1.007982658,Silver Hare
3/17/2006,1.007982658,Silver Hare
3/18/2006,1.007982658,Silver Hare
3/19/2006,1.007982658,Silver Hare
3/20/2006,1.007982658,Silver Hare
3/21/2006,1.007982658,Silver Hare
3/22/2006,1.005061193,Silver Hare
3/23/2006,1.001014713,Silver Hare
3/24/2006,1.001014713,Silver Hare
3/25/2006,1.009711156,Silver Hare
3/26/2006,1.005811181,Silver Hare
3/27/2006,1.005811181,Silver Hare
3/28/2006,1.005811181,Silver Hare
3/29/2006,1.005811181,Silver Hare
3/30/2006,1.005811181,Silver Hare
3/31/2006,1.005811181,Silver Hare
12/1/2006,0.576151183,Silver Hare
12/2/2006,0.591297657,Silver Hare
12/3/2006,0.599383526,Silver Hare
12/4/2006,0.599383526,Silver Hare
12/5/2006,0.609651459,Silver Hare
12/6/2006,0.632423229,Silver Hare
12/7/2006,0.631373234,Silver Hare
12/8/2006,0.631373234,Silver Hare
12/9/2006,0.631373234,Silver Hare
12/10/2006,0.631373234,Silver Hare
12/11/2006,0.642087649,Silver Hare
12/12/2006,0.642087649,Silver Hare
12/13/2006,0.651459118,Silver Hare
12/14/2006,0.651459118,Silver Hare
12/15/2006,0.651459118,Silver Hare
12/16/2006,0.651459118,Silver Hare
12/17/2006,0.701823834,Silver Hare
12/18/2006,0.701823834,Silver Hare
12/19/2006,0.729552635,Silver Hare
12/20/2006,0.752124121,Silver Hare
12/21/2006,0.770131163,Silver Hare
12/22/2006,0.791031464,Silver Hare
12/23/2006,0.791031464,Silver Hare
12/24/2006,0.811120877,Silver Hare
12/25/2006,0.811120877,Silver Hare
12/26/2006,0.811120877,Silver Hare
12/27/2006,0.811120877,Silver Hare
12/28/2006,0.851578535,Silver Hare
12/29/2006,0.851578535,Silver Hare
12/30/2006,0.845810563,Silver Hare
12/31/2006,0.87713939,Silver Hare
1/1/2007,0.59321854,Silver Hare
1/2/2007,0.59321854,Silver Hare
1/3/2007,0.59321854,Silver Hare
1/4/2007,0.59321854,Silver Hare
1/5/2007,0.646972349,Silver Hare
1/6/2007,0.67321882,Silver Hare
